CID,INTENSITY,PLEASANTNESS,BAKERY,SWEET,FRUIT,FISH,GARLIC,SPICES,COLD,SOUR,BURNT,ACID,WARM,MUSKY,SWEATY,AMMONIA,DECAYED,WOOD,GRASS,FLOWER,CHEMICAL
520296,32.865671642,44.701492537,1.2835820896,9.2686567164,3.4179104478,1.4179104478,4.1194029851,3.1044776119,3.5820895522,9.223880597,6.3134328358,6.671641791,6.2985074627,9.4925373134,5.9253731343,7.9701492537,2.0895522388,3.9701492537,1.7014925373,6.7910447761,9.6417910448
521238,39.285714286,44.591836735,1.4693877551,17.755102041,12.408163265,0.34693877551,0.85714285714,11.081632653,6.5714285714,8.693877551,4.2244897959,16.367346939,7.2040816327,5.306122449,4.306122449,9.5510204082,2.306122449,3.9591836735,5.1020408163,15.387755102,26.204081633
526618,52.8,24.47826087,5.2608695652,3.9565217391,2.347826087,4.8043478261,9.5652173913,10.217391304,2.6739130435,10.934782609,8.3695652174,4.2173913043,6.7826086957,12.869565217,10,10.586956522,5.1956521739,2.7173913043,0.52173913043,0.65217391304,13.434782609
556940,68.153846154,19.354166667,1.625,0.020833333333,0.020833333333,6.2708333333,10.6875,6.2916666667,2.5625,10.729166667,31.520833333,7.5416666667,6.7083333333,12.770833333,9.5416666667,7.4375,7.8958333333,3.8333333333,3.5416666667,0.52083333333,15.645833333
565690,33.815789474,57.631578947,2.4210526316,21.578947368,6.6578947368,1.5263157895,5.0263157895,5.0789473684,2.1315789474,6.0526315789,4.0789473684,2.5526315789,7.6842105263,6.7368421053,6.2894736842,4.5526315789,2.6578947368,0.39473684211,3.2894736842,11.131578947,4.5
595928,49.512820513,46.025641026,0.79487179487,7.8461538462,3.0769230769,1.5384615385,2.9743589744,4.8717948718,2.9743589744,5.0769230769,2.5384615385,6.3333333333,3.8717948718,9.0769230769,2.2051282051,1.3333333333,1.1794871795,5.4615384615,5.5128205128,6.0512820513,22.923076923
637563,64.555555556,61.266666667,3.6444444444,35.777777778,8.8444444444,0.022222222222,0.022222222222,10.955555556,5.2444444444,2.6666666667,2.0444444444,0.95555555556,6.7555555556,0.84444444444,0.66666666667,0.88888888889,1.1111111111,1.5111111111,3.3333333333,5.7111111111,8.3555555556
637566,72.375,59.125,2.1041666667,16.416666667,8.1666666667,0,3.0833333333,6.4583333333,3.8333333333,6.1875,3.5625,4.25,3.1041666667,8.0416666667,1.5,3.1875,2.2291666667,5.8541666667,9.9791666667,15.145833333,22.6875
637776,37.944444444,57.583333333,12.027777778,25.027777778,6.7777777778,0,0.77777777778,9.0277777778,3.4444444444,4.4166666667,7.2777777778,1.8888888889,7.6666666667,0.13888888889,0,0.55555555556,2.6111111111,4.4722222222,0.19444444444,7.6666666667,6.1111111111
637796,44.090909091,58.25,5.4318181818,27.977272727,2.0454545455,0.52272727273,0.93181818182,19.909090909,7.3181818182,3.8636363636,4.3181818182,1.7045454545,5.3409090909,3.0454545455,1.0454545455,2.2954545455,0.52272727273,2.0909090909,0.72727272727,5.4318181818,9.5454545455
638014,71.533333333,52.177777778,3.8,20,9.6,0.35555555556,0.88888888889,6.3777777778,3.7333333333,8.7111111111,3.6,2.8,5.2666666667,7.2444444444,3.7111111111,3.4222222222,2.6888888889,4.2888888889,2.4222222222,9.5555555556,18.777777778
641423,55.725,53.425,3.925,28.375,8.3,0.45,2.925,4.25,3.85,5.475,1.2,1.1,5.35,6.3,2.025,3.7,3.525,2.6,1.525,14.4,9.425
643820,73.043478261,61.869565217,4.8260869565,22.47826087,16.47826087,0.021739130435,2.1739130435,10,5,4.0217391304,4.6739130435,7.5652173913,3.0869565217,6.4130434783,0.65217391304,2.847826087,1.1086956522,3.4565217391,5.8043478261,8.2608695652,18.391304348
1549026,20.173076923,54.884615385,5.6153846154,11.615384615,5.3076923077,0.73076923077,1.0384615385,0.42307692308,1.4230769231,8.5384615385,8.2692307692,0.61538461538,7.4615384615,5.6153846154,2.1153846154,2.7692307692,4.4230769231,4.6538461538,0,6,6.3846153846
1551246,74.244897959,65.571428571,1.0612244898,20.489795918,14.489795918,0.040816326531,0.040816326531,4.5510204082,11.285714286,10.918367347,0.5306122449,11,5.8775510204,1.0408163265,0.040816326531,8.8163265306,0.81632653061,1.8775510204,4.693877551,11.428571429,38.265306122
3578033,73.346938776,28.857142857,1.0816326531,4.2857142857,3.2244897959,1.2040816327,0.77551020408,3.9183673469,5.5102040816,16.816326531,6.8571428571,11.653061224,5.7551020408,17.326530612,10.816326531,6.0408163265,5.5306122449,5,2.306122449,1.5918367347,17.918367347
5273467,14.708333333,38.125,0.54166666667,6.9166666667,2.5833333333,0.83333333333,2.9166666667,0.45833333333,9.5,8.2083333333,5.7083333333,3.25,0.625,14.041666667,5.7916666667,1.4166666667,10.333333333,2.4583333333,0,5.375,6.25
5280450,66.595744681,18.234693878,1.3979591837,0.44897959184,0.45918367347,1,1.3163265306,6.5306122449,0.9693877551,18.316326531,12.87755102,13.673469388,8.9285714286,13.704081633,7.3571428571,11.785714286,11.816326531,10.948979592,1.112244898,0.21428571429,28.969387755
5315892,75.229166667,46.729166667,12.375,26.270833333,10.8125,0,1.1041666667,18.291666667,2.4166666667,9.2083333333,3.0833333333,1.3958333333,7.875,10.770833333,6.4375,3.2708333333,6.6041666667,1.3125,1.5625,7.6875,11.416666667
5362588,53.604938272,45.020408163,8.5510204082,24.306122449,12.183673469,0.061224489796,4.6326530612,7.7755102041,3.9387755102,10.448979592,4.0408163265,4.5306122449,8.0204081633,4.7346938776,0.32653061224,4.3673469388,3.7959183673,2.2857142857,2.2857142857,2.7959183673,16.857142857
5362798,63.531914894,48.638297872,0.82978723404,19.489361702,5.6808510638,0.021276595745,1.6808510638,7.6808510638,2.9574468085,6.1914893617,3.9787234043,4.4893617021,9.6170212766,6.6595744681,2.7234042553,6.5106382979,2.4255319149,0.93617021277,7.8936170213,8.5531914894,25.617021277
5362814,61.494252874,29.195652174,0.60869565217,2.5217391304,6.8913043478,10.086956522,4.7391304348,4.8913043478,3.2391304348,15.869565217,4.3260869565,2.7391304348,6.9130434783,11.02173913,2.2391304348,3.2173913043,12.326086957,5.3260869565,4.0217391304,4.5217391304,8.6304347826
5363388,78.70212766,65,3.4255319149,33.808510638,36.808510638,0.042553191489,0.17021276596,3.8085106383,3.4255319149,3.170212766,2.2127659574,1.829787234,6.5319148936,0.34042553191,0.63829787234,1.2978723404,3.2127659574,1.5957446809,22.340425532,11.446808511,3.8085106383
5363491,23.125,39.653846154,1.0384615385,1.3076923077,0.23076923077,1.1538461538,2.7692307692,4.6923076923,7.4615384615,7.8461538462,4.1538461538,2.0384615385,1.6153846154,5.9230769231,7.7692307692,3.3461538462,0.076923076923,2.3076923077,8.1923076923,1.2692307692,7.1923076923
5364729,71.571428571,41.816326531,3.8367346939,16.93877551,18.87755102,1.3469387755,2.4693877551,4.2244897959,8.612244898,16.775510204,1.4693877551,6.4897959184,1.3673469388,3.306122449,3.5918367347,2.8979591837,4.4897959184,0.95918367347,5.2244897959,6.4693877551,11.346938776
5365027,78.270833333,36.3125,1.6041666667,5.4791666667,3.6458333333,2.4375,0.3125,3.4583333333,3.9583333333,9.1666666667,5.1666666667,8.8125,8.8333333333,12.729166667,5.8541666667,6.0208333333,4.4791666667,5.9791666667,6.3333333333,3.4583333333,22.5625
5365049,62.934782609,65.891304348,2.7826086957,29.413043478,27.065217391,0,0.21739130435,2.8913043478,7.8913043478,6.2608695652,1.3913043478,0.76086956522,3.6739130435,1.5434782609,1.2173913043,0,5.6304347826,1.0434782609,29.804347826,13.630434783,7.3260869565
5366244,21.066666667,27.395833333,1.4583333333,1.2291666667,0.29166666667,0.1875,2.625,6.6666666667,1.0208333333,19.583333333,11.041666667,17.125,6.8958333333,10.5,7.0416666667,4.5416666667,3.6666666667,6.1041666667,2.8125,1.2708333333,29.25
5367706,41,41.638888889,1.5555555556,6.6388888889,1.25,2.1388888889,1.5555555556,3.8888888889,1.3055555556,7.5277777778,1.8055555556,5.2777777778,3.4444444444,10.027777778,3.6388888889,4.3055555556,4.8055555556,6.5833333333,7.3333333333,2.7777777778,10.833333333
5368076,49.195121951,50.853658537,2.7073170732,20.951219512,15,0.24390243902,0.75609756098,2.4634146341,3.1951219512,9.3658536585,3.6585365854,6.0487804878,4.4634146341,8.512195122,1.9024390244,0.9512195122,3.6585365854,2,5.487804878,6.6097560976,9.756097561
6429333,21.083333333,36.548387097,1.3548387097,9.0322580645,0.032258064516,1.3870967742,3,3.1935483871,5.0967741935,15.322580645,2.3225806452,3.0967741935,3.5483870968,16.322580645,9.064516129,5.8709677419,1.8064516129,2.7096774194,4.9677419355,8.6129032258,11.483870968
6999977,52.666666667,51.19047619,13.666666667,18.285714286,5.5,0.2619047619,3.6428571429,4.2619047619,1.7380952381,9.880952381,3.0952380952,1,3.5714285714,3.4285714286,3.4047619048,0.61904761905,3.1666666667,4.5476190476,2.0714285714,2.7380952381,10.119047619
